Localidade,CodigoIBGE,I2000,I2010
Mascote,2920908,0.356,0.581
Mata de São João,2921005,0.506,0.668
Matina,2921054,0.383,0.572
Medeiros Neto,2921104,0.516,0.625
Miguel Calmon,2921203,0.425,0.586
Milagres,2921302,0.476,0.622
Mirangaba,2921401,0.361,0.542
Mirante,2921450,0.286,0.527
Monte Santo,2921500,0.283,0.506
Morpará,2921609,0.439,0.558
Morro do Chapéu,2921708,0.433,0.588
Mortugaba,2921807,0.472,0.618
Mucugê,2921906,0.401,0.606
Mucuri,2922003,0.525,0.665
Mulungu do Morro,2922052,0.362,0.566
Mundo Novo,2922102,0.416,0.59
Muniz Ferreira,2922201,0.483,0.617
Muquém de São Francisco,2922250,0.372,0.549
Muritiba,2922300,0.529,0.66
Mutuípe,2922409,0.458,0.601
Nazaré,2922508,0.513,0.641
Nilo Peçanha,2922607,0.384,0.547
Nordestina,2922656,0.346,0.56
Nova Canaã,2922706,0.392,0.545
Nova Fátima,2922730,0.462,0.597
Nova Ibiá,2922755,0.395,0.57
Nova Itarana,2922805,0.351,0.524
Nova Redenção,2922854,0.378,0.567
Nova Soure,2922904,0.405,0.555
Nova Viçosa,2923001,0.455,0.654
Novo Horizonte,2923035,0.429,0.597
Novo Triunfo,2923050,0.422,0.554
Olindina,2923100,0.423,0.559
Oliveira dos Brejinhos,2923209,0.393,0.554
Ouriçangas,2923308,0.391,0.607
Ourolândia,2923357,0.352,0.56
Palmas de Monte Alto,2923407,0.415,0.586
Palmeiras,2923506,0.511,0.643
Paramirim,2923605,0.499,0.615
Paratinga,2923704,0.371,0.59
Paripiranga,2923803,0.405,0.577
Pau Brasil,2923902,0.401,0.583
Paulo Afonso,2924009,0.551,0.674
Pé de Serra,2924058,0.41,0.587
Pedrão,2924108,0.419,0.588
Pedro Alexandre,2924207,0.319,0.513
Piatã,2924306,0.419,0.571
Pilão Arcado,2924405,0.304,0.506
Pindaí,2924504,0.447,0.603
Pindobaçu,2924603,0.406,0.577
Pintadas,2924652,0.438,0.612
Piraí do Norte,2924678,0.334,0.533
Piripá,2924702,0.406,0.575
Piritiba,2924801,0.428,0.578
Planaltino,2924900,0.363,0.572
Planalto,2925006,0.392,0.56
Poções,2925105,0.43,0.604
Pojuca,2925204,0.524,0.666
Ponto Novo,2925253,0.37,0.58
Porto Seguro,2925303,0.495,0.676
Potiraguá,2925402,0.416,0.625
Prado,2925501,0.471,0.621
Presidente Dutra,2925600,0.468,0.614
Presidente Jânio Quadros,2925709,0.322,0.542
Presidente Tancredo Neves,2925758,0.387,0.559
Queimadas,2925808,0.434,0.592
Quijingue,2925907,0.343,0.544
Quixabeira,2925931,0.412,0.578
Rafael Jambeiro,2925956,0.353,0.564
Remanso,2926004,0.432,0.579
Retirolândia,2926103,0.478,0.636
Riachão das Neves,2926202,0.389,0.578
Riachão do Jacuípe,2926301,0.48,0.628
Riacho de Santana,2926400,0.451,0.615
Ribeira do Amparo,2926509,0.33,0.512
Ribeira do Pombal,2926608,0.45,0.601
Ribeirão do Largo,2926657,0.364,0.54
Rio de Contas,2926707,0.494,0.605
Rio do Antônio,2926806,0.385,0.576
Rio do Pires,2926905,0.434,0.594
Rio Real,2927002,0.412,0.572
Rodelas,2927101,0.5,0.632
Ruy Barbosa,2927200,0.447,0.61
Salinas da Margarida,2927309,0.466,0.617
Salvador,2927408,0.654,0.759
Santa Bárbara,2927507,0.417,0.583
Santa Brígida,2927606,0.316,0.546
Santa Cruz Cabrália,2927705,0.486,0.654
Santa Cruz da Vitória,2927804,0.43,0.61
Santa Inês,2927903,0.464,0.574
Santaluz,2928000,0.458,0.598
Santa Luzia,2928059,0.378,0.556
Santa Maria da Vitória,2928109,0.449,0.614
Santana,2928208,0.471,0.608
Santanópolis,2928307,0.427,0.592
Santa Rita de Cássia,2928406,0.453,0.605
Santa Teresinha,2928505,0.414,0.587
Santo Amaro,2928604,0.516,0.646
Santo Antônio de Jesus,2928703,0.56,0.7
Santo Estêvão,2928802,0.43,0.626
São Desidério,2928901,0.398,0.579
São Domingos,2928950,0.469,0.64
São Félix,2929008,0.489,0.639
São Félix do Coribe,2929057,0.462,0.639
São Felipe,2929107,0.464,0.616
São Francisco do Conde,2929206,0.518,0.674
São Gabriel,2929255,0.435,0.592
São Gonçalo dos Campos,2929305,0.473,0.627
São José da Vitória,2929354,0.361,0.546
São José do Jacuípe,2929370,0.377,0.552
São Miguel das Matas,2929404,0.435,0.593
São Sebastião do Passé,2929503,0.508,0.657
Sapeaçu,2929602,0.49,0.614
Sátiro Dias,2929701,0.33,0.527
Saubara,2929750,0.502,0.617
Saúde,2929800,0.424,0.549
Seabra,2929909,0.458,0.635
Sebastião Laranjeiras,2930006,0.46,0.615
Senhor do Bonfim,2930105,0.524,0.666
Serra do Ramalho,2930154,0.413,0.595
Sento Sé,2930204,0.387,0.585
Serra Dourada,2930303,0.436,0.608
Serra Preta,2930402,0.383,0.566
Serrinha,2930501,0.488,0.634
Serrolândia,2930600,0.447,0.59
Simões Filho,2930709,0.545,0.675
Sítio do Mato,2930758,0.389,0.564
Sítio do Quinto,2930766,0.359,0.533
Sobradinho,2930774,0.524,0.631
Souto Soares,2930808,0.397,0.592
Tabocas do Brejo Velho,2930907,0.446,0.584
Tanhaçu,2931004,0.439,0.577
Tanque Novo,2931053,0.415,0.599
Tanquinho,2931103,0.492,0.597
Taperoá,2931202,0.381,0.566
Tapiramutá,2931301,0.395,0.594
Teixeira de Freitas,2931350,0.539,0.685
Teodoro Sampaio,2931400,0.474,0.594
Teofilândia,2931509,0.377,0.566
Teolândia,2931608,0.342,0.555
Terra Nova,2931707,0.463,0.578
Tremedal,2931806,0.352,0.528
Tucano,2931905,0.398,0.579
Uauá,2932002,0.421,0.605
Ubaíra,2932101,0.421,0.582
Ubaitaba,2932200,0.434,0.611
Ubatã,2932309,0.443,0.593
Uibaí,2932408,0.466,0.617
Umburanas,2932457,0.328,0.515
Una,2932507,0.366,0.56
Urandi,2932606,0.468,0.598
Uruçuca,2932705,0.438,0.616
Utinga,2932804,0.38,0.59
Valença,2932903,0.489,0.623
Valente,2933000,0.49,0.637
Várzea da Roça,2933059,0.37,0.539
Várzea do Poço,2933109,0.461,0.575
Várzea Nova,2933158,0.394,0.555
Varzedo,2933174,0.418,0.586
Vera Cruz,2933208,0.521,0.645
Vereda,2933257,0.405,0.577
Vitória da Conquista,2933307,0.538,0.678
Wagner,2933406,0.456,0.587
Wanderley,2933455,0.397,0.6
Wenceslau Guimarães,2933505,0.372,0.544
Xique-Xique,2933604,0.416,0.585
Abadia dos Dourados,3100104,0.575,0.689
Abaeté,3100203,0.587,0.698
Abre Campo,3100302,0.54,0.654
Acaiaca,3100401,0.518,0.63
Açucena,3100500,0.443,0.61
Água Boa,3100609,0.451,0.576
Água Comprida,3100708,0.604,0.675
Aguanil,3100807,0.574,0.663
Águas Formosas,3100906,0.508,0.645
Águas Vermelhas,3101003,0.466,0.601
Aimorés,3101102,0.593,0.684
Aiuruoca,3101201,0.55,0.668
Alagoa,3101300,0.542,0.649
Albertina,3101409,0.546,0.673
Além Paraíba,3101508,0.65,0.726
Alfenas,3101607,0.675,0.761
Alfredo Vasconcelos,3101631,0.573,0.675
Almenara,3101706,0.529,0.642
Alpercata,3101805,0.549,0.646
Alpinópolis,3101904,0.633,0.725
Alterosa,3102001,0.565,0.668
Alto Caparaó,3102050,0.57,0.661
Alto Rio Doce,3102100,0.493,0.62
Alvarenga,3102209,0.482,0.592
Alvinópolis,3102308,0.574,0.676
Alvorada de Minas,3102407,0.434,0.572
Amparo do Serra,3102506,0.458,0.641
Andradas,3102605,0.644,0.734
Cachoeira de Pajeú,3102704,0.417,0.578
Andrelândia,3102803,0.571,0.7
Angelândia,3102852,0.413,0.597
Antônio Carlos,3102902,0.564,0.683
Antônio Dias,3103009,0.497,0.645
Antônio Prado de Minas,3103108,0.59,0.684
Araçaí,3103207,0.576,0.695
Aracitaba,3103306,0.525,0.661
Araçuaí,3103405,0.516,0.663
Araguari,3103504,0.673,0.773
Arantina,3103603,0.606,0.697
Araponga,3103702,0.393,0.536
Araporã,3103751,0.605,0.708
Arapuá,3103801,0.648,0.724
Araújos,3103900,0.608,0.698
Araxá,3104007,0.683,0.772
Arceburgo,3104106,0.571,0.683
Arcos,3104205,0.669,0.749
Areado,3104304,0.605,0.727
Argirita,3104403,0.551,0.643
Aricanduva,3104452,0.413,0.582
Arinos,3104502,0.514,0.656
Astolfo Dutra,3104601,0.632,0.694
Ataléia,3104700,0.46,0.588
Augusto de Lima,3104809,0.51,0.656
Baependi,3104908,0.581,0.681
Baldim,3105004,0.592,0.671
Bambuí,3105103,0.645,0.741
Bandeira,3105202,0.431,0.599
Bandeira do Sul,3105301,0.539,0.692
Barão de Cocais,3105400,0.613,0.722
Barão de Monte Alto,3105509,0.497,0.649
Barbacena,3105608,0.664,0.769
Barra Longa,3105707,0.487,0.624
Barroso,3105905,0.602,0.734
Bela Vista de Minas,3106002,0.574,0.674
Belmiro Braga,3106101,0.521,0.66
Belo Horizonte,3106200,0.726,0.81
Belo Oriente,3106309,0.544,0.686
Belo Vale,3106408,0.56,0.655
Berilo,3106507,0.497,0.628
Bertópolis,3106606,0.437,0.594
Berizal,3106655,0.44,0.604
Betim,3106705,0.612,0.749
Bias Fortes,3106804,0.515,0.62
Bicas,3106903,0.673,0.744
Biquinhas,3107000,0.563,0.688
Boa Esperança,3107109,0.617,0.704
Bocaina de Minas,3107208,0.529,0.645
Bocaiúva,3107307,0.577,0.7
Bom Despacho,3107406,0.665,0.75
Bom Jardim de Minas,3107505,0.576,0.673
Bom Jesus da Penha,3107604,0.618,0.735
Bom Jesus do Amparo,3107703,0.555,0.683
Bom Jesus do Galho,3107802,0.47,0.623
Bom Repouso,3107901,0.539,0.653
Bom Sucesso,3108008,0.59,0.692
Bonfim,3108107,0.515,0.637
Bonfinópolis de Minas,3108206,0.567,0.678
Bonito de Minas,3108255,0.336,0.537
Borda da Mata,3108305,0.615,0.73
Botelhos,3108404,0.602,0.702
Botumirim,3108503,0.479,0.602
Brasilândia de Minas,3108552,0.564,0.674
Brasília de Minas,3108602,0.513,0.656
Brás Pires,3108701,0.49,0.625
Braúnas,3108800,0.459,0.624
Brazópolis,3108909,0.579,0.692
Brumadinho,3109006,0.627,0.747
Bueno Brandão,3109105,0.55,0.658
Buenópolis,3109204,0.544,0.669
Bugre,3109253,0.464,0.627
Buritis,3109303,0.566,0.672
Buritizeiro,3109402,0.497,0.624
Cabeceira Grande,3109451,0.523,0.648
Cabo Verde,3109501,0.588,0.674
Cachoeira da Prata,3109600,0.651,0.741
Cachoeira de Minas,3109709,0.608,0.706
Cachoeira Dourada,3109808,0.616,0.726
Caetanópolis,3109907,0.603,0.706
Caeté,3110004,0.661,0.728
Caiana,3110103,0.538,0.633
Cajuri,3110202,0.534,0.617
Caldas,3110301,0.602,0.687
Camacho,3110400,0.536,0.69
Camanducaia,3110509,0.559,0.689
Cambuí,3110608,0.654,0.751
Cambuquira,3110707,0.6,0.699
Campanário,3110806,0.534,0.616
Campanha,3110905,0.63,0.709
Campestre,3111002,0.578,0.698
Campina Verde,3111101,0.621,0.704
Campo Azul,3111150,0.488,0.621
Campo Belo,3111200,0.632,0.711
Campo do Meio,3111309,0.576,0.683
Campo Florido,3111408,0.587,0.706
Campos Altos,3111507,0.617,0.702
Campos Gerais,3111606,0.573,0.682
Canaã,3111705,0.516,0.649
Canápolis,3111804,0.57,0.722
Cana Verde,3111903,0.564,0.65
Candeias,3112000,0.555,0.678
Cantagalo,3112059,0.488,0.631
Caparaó,3112109,0.519,0.624
Capela Nova,3112208,0.483,0.648
Capelinha,3112307,0.49,0.653
Capetinga,3112406,0.58,0.675
Capim Branco,3112505,0.588,0.695
Capinópolis,3112604,0.629,0.723
Capitão Andrade,3112653,0.494,0.624
Capitão Enéas,3112703,0.506,0.639
Capitólio,3112802,0.618,0.71
Caputira,3112901,0.529,0.615
Caraí,3113008,0.424,0.558
Caranaíba,3113107,0.535,0.634
Carandaí,3113206,0.572,0.697
Carangola,3113305,0.637,0.695
Caratinga,3113404,0.606,0.706
Carbonita,3113503,0.482,0.638
Careaçu,3113602,0.608,0.683
Carlos Chagas,3113701,0.524,0.648
Carmésia,3113800,0.521,0.65
Carmo da Cachoeira,3113909,0.564,0.655
Carmo da Mata,3114006,0.581,0.689
Carmo de Minas,3114105,0.558,0.682
Carmo do Cajuru,3114204,0.612,0.71
Carmo do Paranaíba,3114303,0.642,0.705
Carmo do Rio Claro,3114402,0.628,0.733
Carmópolis de Minas,3114501,0.565,0.7
Carneirinho,3114550,0.607,0.741
Carrancas,3114600,0.599,0.725
Carvalhópolis,3114709,0.569,0.724
Carvalhos,3114808,0.507,0.646
Casa Grande,3114907,0.533,0.652
Cascalho Rico,3115003,0.62,0.721
Cássia,3115102,0.617,0.704
Conceição da Barra de Minas,3115201,0.538,0.685
Cataguases,3115300,0.659,0.751
Catas Altas,3115359,0.592,0.684
Catas Altas da Noruega,3115409,0.485,0.6
Catuji,3115458,0.405,0.54
Catuti,3115474,0.413,0.621
Caxambu,3115508,0.649,0.743
Cedro do Abaeté,3115607,0.56,0.678
Central de Minas,3115706,0.539,0.665
Centralina,3115805,0.572,0.678
Chácara,3115904,0.561,0.664
Chalé,3116001,0.583,0.655
Chapada do Norte,3116100,0.427,0.598
Chapada Gaúcha,3116159,0.484,0.635
Chiador,3116209,0.59,0.711
Cipotânea,3116308,0.436,0.579
Claraval,3116407,0.505,0.698
Claro dos Poções,3116506,0.537,0.67
Cláudio,3116605,0.597,0.709
Coimbra,3116704,0.581,0.669
Coluna,3116803,0.461,0.583
Comendador Gomes,3116902,0.619,0.697
Comercinho,3117009,0.413,0.593
Conceição da Aparecida,3117108,0.603,0.691
Conceição das Pedras,3117207,0.571,0.668
Conceição das Alagoas,3117306,0.603,0.712
Conceição de Ipanema,3117405,0.536,0.676
Conceição do Mato Dentro,3117504,0.43,0.634
Conceição do Pará,3117603,0.572,0.7
Conceição do Rio Verde,3117702,0.581,0.665
Conceição dos Ouros,3117801,0.6,0.703
Cônego Marinho,3117836,0.44,0.621
Confins,3117876,0.634,0.747
Congonhal,3117900,0.59,0.712
Congonhas,3118007,0.637,0.753
Congonhas do Norte,3118106,0.451,0.568
Conquista,3118205,0.615,0.729
Conselheiro Lafaiete,3118304,0.666,0.761
Conselheiro Pena,3118403,0.578,0.662
Consolação,3118502,0.538,0.673
Contagem,3118601,0.651,0.756
Coqueiral,3118700,0.579,0.694
Coração de Jesus,3118809,0.517,0.642
Cordisburgo,3118908,0.567,0.656
Cordislândia,3119005,0.599,0.66
Corinto,3119104,0.595,0.68
Coroaci,3119203,0.501,0.626
Coromandel,3119302,0.653,0.708
Coronel Fabriciano,3119401,0.648,0.755
Coronel Murta,3119500,0.515,0.627
Coronel Pacheco,3119609,0.595,0.669
Coronel Xavier Chaves,3119708,0.529,0.677
Córrego Danta,3119807,0.596,0.692
Córrego do Bom Jesus,3119906,0.554,0.692
Córrego Fundo,3119955,0.519,0.678
Córrego Novo,3120003,0.48,0.632
Couto de Magalhães de Minas,3120102,0.537,0.659
Crisólita,3120151,0.416,0.585
Cristais,3120201,0.583,0.692
Cristália,3120300,0.452,0.583
Cristiano Otoni,3120409,0.562,0.695
Cristina,3120508,0.553,0.668
Crucilândia,3120607,0.52,0.651
Cruzeiro da Fortaleza,3120706,0.64,0.696
Cruzília,3120805,0.576,0.695
Cuparaque,3120839,0.527,0.627
Curral de Dentro,3120870,0.44,0.585
Curvelo,3120904,0.608,0.713
Datas,3121001,0.501,0.616
Delfim Moreira,3121100,0.524,0.669
Delfinópolis,3121209,0.576,0.74
Delta,3121258,0.557,0.639
Descoberto,3121308,0.563,0.68
Desterro de Entre Rios,3121407,0.508,0.639
Desterro do Melo,3121506,0.477,0.631
Diamantina,3121605,0.602,0.716
Diogo de Vasconcelos,3121704,0.463,0.601
Dionísio,3121803,0.556,0.702
Divinésia,3121902,0.582,0.657
Divino,3122009,0.503,0.605
Divino das Laranjeiras,3122108,0.594,0.661
Divinolândia de Minas,3122207,0.501,0.623
Divinópolis,3122306,0.686,0.764
Divisa Alegre,3122355,0.483,0.608
Divisa Nova,3122405,0.551,0.67
Divisópolis,3122454,0.445,0.609
Dom Bosco,3122470,0.538,0.673
Dom Cavati,3122504,0.596,0.688
Dom Joaquim,3122603,0.472,0.622
Dom Silvério,3122702,0.597,0.709
Dom Viçoso,3122801,0.558,0.687
Dona Eusébia,3122900,0.584,0.701
Dores de Campos,3123007,0.609,0.686
Dores de Guanhães,3123106,0.497,0.636
Dores do Indaiá,3123205,0.603,0.719
Dores do Turvo,3123304,0.509,0.629
Doresópolis,3123403,0.605,0.692
Douradoquara,3123502,0.609,0.706
Durandé,3123528,0.505,0.645
Elói Mendes,3123601,0.618,0.685
Engenheiro Caldas,3123700,0.547,0.644
Engenheiro Navarro,3123809,0.481,0.655
Entre Folhas,3123858,0.517,0.634
Entre Rios de Minas,3123908,0.569,0.672
Ervália,3124005,0.516,0.625
Esmeraldas,3124104,0.538,0.671
Espera Feliz,3124203,0.546,0.663
Espinosa,3124302,0.493,0.627
Espírito Santo do Dourado,3124401,0.582,0.685
Estiva,3124500,0.558,0.691
Estrela Dalva,3124609,0.592,0.71
Estrela do Indaiá,3124708,0.543,0.676
Estrela do Sul,3124807,0.581,0.696
Eugenópolis,3124906,0.585,0.675
Ewbank da Câmara,3125002,0.569,0.676
Extrema,3125101,0.607,0.732
Fama,3125200,0.619,0.717
Faria Lemos,3125309,0.545,0.687
Felício dos Santos,3125408,0.461,0.606
São Gonçalo do Rio Preto,3125507,0.537,0.64
Felisburgo,3125606,0.461,0.583
Felixlândia,3125705,0.534,0.648
Fernandes Tourinho,3125804,0.507,0.646
Ferros,3125903,0.457,0.603
Fervedouro,3125952,0.451,0.58
Florestal,3126000,0.637,0.724
Formiga,3126109,0.655,0.755
Formoso,3126208,0.503,0.64
Fortaleza de Minas,3126307,0.582,0.67
Fortuna de Minas,3126406,0.56,0.696
Francisco Badaró,3126505,0.473,0.622
Francisco Dumont,3126604,0.444,0.625
Francisco Sá,3126703,0.48,0.654
Franciscópolis,3126752,0.399,0.603
Frei Gaspar,3126802,0.401,0.59
Frei Inocêncio,3126901,0.528,0.648
Frei Lagonegro,3126950,0.405,0.543
Fronteira,3127008,0.626,0.684
Fronteira dos Vales,3127057,0.421,0.592
Fruta de Leite,3127073,0.349,0.544
Frutal,3127107,0.643,0.73
Funilândia,3127206,0.546,0.655
Galiléia,3127305,0.531,0.654
Gameleiras,3127339,0.461,0.65
Glaucilândia,3127354,0.548,0.679
Goiabeira,3127370,0.529,0.647
Goianá,3127388,0.612,0.716
Gonçalves,3127404,0.574,0.683
Gonzaga,3127503,0.436,0.606
Gouveia,3127602,0.515,0.681
Governador Valadares,3127701,0.635,0.727
Grão Mogol,3127800,0.465,0.604
Grupiara,3127909,0.648,0.731
Guanhães,3128006,0.556,0.686
Guapé,3128105,0.58,0.679
Guaraciaba,3128204,0.473,0.623
Guaraciama,3128253,0.488,0.677
Guaranésia,3128303,0.599,0.701
Guarani,3128402,0.567,0.677
Guarará,3128501,0.571,0.652
Guarda-Mor,3128600,0.58,0.69
Guaxupé,3128709,0.652,0.751
Guidoval,3128808,0.562,0.683
Guimarânia,3128907,0.613,0.693
Guiricema,3129004,0.523,0.674
Gurinhatã,3129103,0.587,0.68
Heliodora,3129202,0.568,0.657
Iapu,3129301,0.521,0.654
Ibertioga,3129400,0.525,0.657
Ibiá,3129509,0.65,0.718
Ibiaí,3129608,0.498,0.614
Ibiracatu,3129657,0.399,0.591
Ibiraci,3129707,0.591,0.706
Ibirité,3129806,0.562,0.704
Ibitiúra de Minas,3129905,0.615,0.674
Ibituruna,3130002,0.58,0.675
Icaraí de Minas,3130051,0.46,0.624
Igarapé,3130101,0.573,0.698
Igaratinga,3130200,0.554,0.651
Iguatama,3130309,0.639,0.707
Ijaci,3130408,0.579,0.714
Ilicínea,3130507,0.588,0.68
Imbé de Minas,3130556,0.448,0.553
Inconfidentes,3130606,0.566,0.692
Indaiabira,3130655,0.402,0.61
Indianópolis,3130705,0.573,0.674
Ingaí,3130804,0.615,0.697
Inhapim,3130903,0.546,0.658
Inhaúma,3131000,0.573,0.702
Inimutaba,3131109,0.53,0.664
Ipaba,3131158,0.514,0.665
Ipanema,3131208,0.571,0.693
Ipatinga,3131307,0.684,0.771
Ipiaçu,3131406,0.625,0.696
Ipuiúna,3131505,0.601,0.686
Iraí de Minas,3131604,0.608,0.695
Itabira,3131703,0.649,0.756
Itabirinha,3131802,0.544,0.653
Itabirito,3131901,0.629,0.73
Itacambira,3132008,0.438,0.628
Itacarambi,3132107,0.511,0.641
Itaguara,3132206,0.572,0.691
Itaipé,3132305,0.414,0.552
Itajubá,3132404,0.691,0.787
Itamarandiba,3132503,0.475,0.646
Itamarati de Minas,3132602,0.584,0.688
Itambacuri,3132701,0.503,0.634
Itambé do Mato Dentro,3132800,0.441,0.634
Itamogi,3132909,0.595,0.674
Itamonte,3133006,0.623,0.705
Itanhandu,3133105,0.67,0.739
Itanhomi,3133204,0.531,0.65
Itaobim,3133303,0.542,0.629
Itapagipe,3133402,0.626,0.723
Itapecerica,3133501,0.625,0.713
Itapeva,3133600,0.554,0.72
Itatiaiuçu,3133709,0.528,0.677
Itaú de Minas,3133758,0.656,0.776
Itaúna,3133808,0.685,0.758
Itaverava,3133907,0.422,0.627
Itinga,3134004,0.44,0.6
Itueta,3134103,0.549,0.635
Ituiutaba,3134202,0.653,0.739
Itumirim,3134301,0.628,0.726
Iturama,3134400,0.669,0.747
Itutinga,3134509,0.615,0.727
Jaboticatubas,3134608,0.524,0.681
Jacinto,3134707,0.471,0.62
Jacuí,3134806,0.556,0.668
Jacutinga,3134905,0.632,0.715
Jaguaraçu,3135001,0.561,0.679
Jaíba,3135050,0.467,0.638
Jampruca,3135076,0.469,0.609
Janaúba,3135100,0.58,0.696
Januária,3135209,0.541,0.658
Japaraíba,3135308,0.644,0.721
Japonvar,3135357,0.424,0.608
Jeceaba,3135407,0.534,0.661
Jenipapo de Minas,3135456,0.445,0.624
Jequeri,3135506,0.469,0.601
Jequitaí,3135605,0.515,0.643
Jequitibá,3135704,0.494,0.689
Jequitinhonha,3135803,0.513,0.615
Jesuânia,3135902,0.59,0.658
Joaíma,3136009,0.442,0.587
Joanésia,3136108,0.481,0.626
João Monlevade,3136207,0.672,0.758
João Pinheiro,3136306,0.581,0.697
Joaquim Felício,3136405,0.525,0.637
Jordânia,3136504,0.479,0.628
José Gonçalves de Minas,3136520,0.463,0.632
José Raydan,3136553,0.445,0.617
Josenópolis,3136579,0.384,0.564
Nova União,3136603,0.551,0.662
Juatuba,3136652,0.614,0.717
Juiz de Fora,3136702,0.703,0.778
Juramento,3136801,0.535,0.669
Juruaia,3136900,0.576,0.723
Juvenília,3136959,0.455,0.592
Ladainha,3137007,0.395,0.541
Lagamar,3137106,0.61,0.718
Lagoa da Prata,3137205,0.623,0.732
Lagoa dos Patos,3137304,0.487,0.634
Lagoa Dourada,3137403,0.527,0.676
Lagoa Formosa,3137502,0.59,0.703
Lagoa Grande,3137536,0.571,0.679
Lagoa Santa,3137601,0.656,0.777
Lajinha,3137700,0.525,0.661
Lambari,3137809,0.627,0.711
Lamim,3137908,0.496,0.655
Laranjal,3138005,0.615,0.714
Lassance,3138104,0.497,0.629
Lavras,3138203,0.678,0.782
Leandro Ferreira,3138302,0.57,0.71
Leme do Prado,3138351,0.511,0.67
Leopoldina,3138401,0.627,0.726
Liberdade,3138500,0.561,0.672
Lima Duarte,3138609,0.584,0.71
Limeira do Oeste,3138625,0.586,0.71
Lontra,3138658,0.48,0.646
Luisburgo,3138674,0.432,0.608
Luislândia,3138682,0.428,0.614
Luminárias,3138708,0.594,0.678
Luz,3138807,0.662,0.724
Machacalis,3138906,0.475,0.64
Machado,3139003,0.63,0.715
Madre de Deus de Minas,3139102,0.594,0.699
Malacacheta,3139201,0.482,0.618
Mamonas,3139250,0.44,0.618
Manga,3139300,0.493,0.642
Manhuaçu,3139409,0.61,0.689
Manhumirim,3139508,0.571,0.697
Mantena,3139607,0.57,0.675
Maravilhas,3139706,0.561,0.672
Mar de Espanha,3139805,0.616,0.684
Maria da Fé,3139904,0.572,0.702
Mariana,3140001,0.62,0.742
Marilac,3140100,0.465,0.615
Mário Campos,3140159,0.545,0.699
Maripá de Minas,3140209,0.567,0.68
Marliéria,3140308,0.554,0.657
Marmelópolis,3140407,0.523,0.65
Martinho Campos,3140506,0.585,0.669
Martins Soares,3140530,0.539,0.635
Mata Verde,3140555,0.44,0.581
